:6
D_A1:1
D_A2:1
D_A3:1
D_A4:1
D_A5:1
D_A6:1
D_A7:1
D_B1:1
D_B2:1
D_B3:1
D_B4:1
D_B5:1
D_B6:1
D_C1:1
D_C2:1
D_C3:1
D_C4:1
D_C5:1
D_C6:1
D_D1:1
D_D3:1
D_D4:1
D_D5:1
D_D6:1
D_D7:1
D_E1:1
D_E2:1
D_E3:1
D_E5:1
D_E7:1
H1:1
H2:1
H3:1
H4:1
H5:1
H6:1
REF**:4
SW_A1:1
SW_A2:1
SW_A3:1
SW_A4:1
SW_A5:1
SW_A6:1
SW_A7:1
SW_B1:1
SW_B2:1
SW_B3:1
SW_B4:1
SW_B5:1
SW_B6:1
SW_C1:1
SW_C2:1
SW_C3:1
SW_C4:1
SW_C5:1
SW_C6:1
SW_CB1:1
SW_D1:1
SW_D3:1
SW_D4:1
SW_D5:1
SW_D6:1
SW_D7:1
SW_E1:1
SW_E2:1
SW_E3:1
SW_E5:1
SW_E7:1
SW_EB5:1
SW_EB7:1
U2:1
